TinhTrangBDS,DienTich,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Quan,USD
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,73.6,2, S1,20.0,2, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,, Quận 7,154000.0
Đã bàn giao,54.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,66000.0
Đã bàn giao,79.0,2, a,10.0,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,142000.0
Đã bàn giao,71.14,2,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 7,92400.0
Đã bàn giao,69.0,2,,,1, Chung cư,,,,,,, Quận 8,76000.0
Đã bàn giao,22.0,1,,,0," Căn hộ dịch vụ, mini", Đã có sổ,,,,,, Quận 1,86000.0
Đã bàn giao,62.0,2,,,2, Chung cư,,,,,,, Quận Bình Tân,62800.0
Đã bàn giao,38.0,1,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây, Tây, Căn góc, Quận Bình Tân,27200.0
Chưa bàn giao,59.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,108000.0
Đã bàn giao,79.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận 2,76000.0
Đã bàn giao,47.0,1, S1.01,25.0,1, Chung cư, Đang chờ sổ, S1.012517, Hoàn thiện cơ bản, Nam, Bắc,, Quận 9,71600.0
Đã bàn giao,97.0,3, A1,16.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Thủ Đức,112000.0
Đã bàn giao,91.0,3,,,2, Chung cư, Đã có sổ,,,,, Căn góc, Quận Tân Phú,138000.0
Đã bàn giao,72.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,88000.0
Đã bàn giao,67.0,2,,,2, Chung cư,,,, Đông Bắc, Đông Nam,, Quận 9,99960.0
Đã bàn giao,51.0,2,,,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Quận 12,70000.0
Đã bàn giao,67.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Tân Bình,112000.0
Đã bàn giao,52.0,2, block B,4.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông Bắc, Tây Nam, Căn góc, Quận 11,78000.0
Đã bàn giao,74.0,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 10,157200.0
Đã bàn giao,81.0,2,,,2, Chung cư, Đã có sổ,,, Đông, Nam,, Quận 7,102000.0
Đã bàn giao,73.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,78000.0
Đã bàn giao,60.45,2, A3,18.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Thủ Đức,67600.0
Đã bàn giao,62.0,2,,7.0,2, Chung cư, Đã có sổ,707, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Gò Vấp,100000.0
Đã bàn giao,160.0,2, B,,2, Chung cư, Đã có sổ,4, Nội thất đầy đủ, Tây Bắc,,, Quận 5,496000.0
Đã bàn giao,65.0,2,,,1, Chung cư,,,,, Đông,, Quận 8,72000.0
Đã bàn giao,70.0,2, C,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,, Quận 9,94400.0
Chưa bàn giao,60.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận Thủ Đức,24000.0
Chưa bàn giao,75.0,1,,,0, Officetel, Đã có sổ,,,,,, Quận Thủ Đức,156000.0
Đã bàn giao,86.0,2, park 7,11.0,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận Bình Thạnh,196000.0
Đã bàn giao,101.0,3,,,2, Chung cư,,,,,,, Quận Thủ Đức,144000.0
Đã bàn giao,60.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Phú Nhuận,56000.0
Chưa bàn giao,35.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Bình Tân,32800.0
Đã bàn giao,62.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,68000.0
Chưa bàn giao,50.0,1,,,1, Chung cư,,,,,,, Quận 2,105200.0
Đã bàn giao,65.0,2,,,1, Chung cư, Đã có sổ,,, Tây Nam, Đông Bắc,, Quận Tân Phú,88000.0
Đã bàn giao,89.0,3,,,2, Chung cư,,,,,,, Quận Thủ Đức,150000.0
Chưa bàn giao,58.0,2,,,0, Chung cư,,,,,,, Huyện Bình Chánh,80000.0
Đã bàn giao,58.0,2,,,1, Chung cư,,,,,,, Quận 8,128000.0
Chưa bàn giao,45.0,1,,,1, Chung cư,,,,,,, Quận 7,100000.0
Đã bàn giao,52.0,2,,,0, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Quận Thủ Đức,72000.0
Đã bàn giao,36.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận Tân Bình,16000.0
Chưa bàn giao,117.0,3,,10.0,2, Chung cư,,,,, Đông Nam, Căn góc, Quận Tân Phú,222000.0
Đã bàn giao,51.0,2, B,,2, Chung cư, Đã có sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,56000.0
Đã bàn giao,62.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,68000.0
Đã bàn giao,61.0,2, B,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Huyện Nhà Bè,43600.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,80000.0
Đã bàn giao,62.0,2,,7.0,2, Chung cư, Đã có sổ,707, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Gò Vấp,100000.0
Đã bàn giao,60.45,2, A3,18.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Thủ Đức,67600.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,75.0,2,,,2, Chung cư,,,,,,, Quận 9,66000.0
Đã bàn giao,59.0,2,,,1, Chung cư,,, Nội thất cao cấp, Nam, Bắc,, Quận Tân Phú,126000.0
Đã bàn giao,85.0,2, A,11.0,2, Chung cư, Đã có sổ, A11_01, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận 6,120000.0
Đã bàn giao,64.0,2, A,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc, Quận 9,64400.0
Đã bàn giao,71.0,2, BLOCK C,12.0,2, Chung cư, Đang chờ sổ, C1209, Nội thất đầy đủ,,, Căn góc, Quận Bình Tân,78000.0
Chưa bàn giao,66.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận 7,84000.0
Đã bàn giao,38.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận Thủ Đức,43200.0
Đã bàn giao,50.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Thủ Đức,56000.0
Đã bàn giao,67.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,94000.0
Đã bàn giao,65.0,2, B,10.0,2, Chung cư, Đang chờ sổ,,, Đông, Tây,, Quận 12,88000.0
Chưa bàn giao,59.0,2,,15.0,2, Chung cư,,,, Đông Nam, Đông Nam, Căn góc, Quận 9,15200.0
Chưa bàn giao,60.0,2,19,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Đông Nam, Đông Nam,, Quận Tân Phú,120000.0
Đã bàn giao,40.0,1,2,25.0,1, Officetel, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 2,79200.0
Đã bàn giao,75.0,3, A,9.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông, Bắc,, Quận Bình Tân,94400.0
Đã bàn giao,72.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Bắc, Đông Nam, Căn góc, Quận 7,132000.0
Đã bàn giao,67.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,96000.0
Đã bàn giao,86.0,3,,,2, Chung cư,,,,,,, Quận Bình Thạnh,120000.0
Chưa bàn giao,61.0,1,,,1, Chung cư, Đang chờ sổ,,,,,, Quận 9,64000.0
Đã bàn giao,73.0,2,,8.0,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây Nam, Đông Bắc,, Quận 9,68000.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Đã bàn giao,60.45,2, A3,18.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Thủ Đức,67600.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,60000.0
Đã bàn giao,83.6,3, e,3.0,2, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,, Quận Tân Phú,152000.0
Đã bàn giao,63.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Bình Tân,64000.0
Chưa bàn giao,60.0,2,,,2, Chung cư, Đã có sổ,,,,, Căn góc, Quận 12,48000.0
Đã bàn giao,69.0,2, B,12.0,2, Chung cư, Đang chờ sổ,11,,,,, Quận Tân Bình,154000.0
Đã bàn giao,72.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 8,78800.0
Đã bàn giao,73.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Bình Thạnh,68000.0
Đã bàn giao,47.0,1,,,1, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,, Quận 9,68000.0
Đã bàn giao,50.0,2, B,19.0,2, Chung cư, Đã có sổ, B6, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,, Quận Thủ Đức,58000.0
Đã bàn giao,60.0,2,,,2, Chung cư,,,,,,, Quận 9,72000.0
Chưa bàn giao,56.4,2,,,1, Chung cư, Giấy tờ khác,, Nội thất đầy đủ,,,, Quận Thủ Đức,52000.0
Đã bàn giao,38.0,1, A,12.0,1, Chung cư, Đã có sổ, A2, Nội thất đầy đủ, Tây Bắc, Đông Nam,, Quận Thủ Đức,42400.0
Đã bàn giao,100.5,3,,,2, Chung cư,,, Nội thất cao cấp,,,, Huyện Bình Chánh,93600.0
Đã bàn giao,52.0,2, A,6.0,2, Chung cư, Đã có sổ, A9, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,, Quận Thủ Đức,54400.0
Đã bàn giao,74.0,2, A,20.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận 4,190000.0
Đã bàn giao,41.0,1, B,18.0,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Đông Bắc,, Quận 4,95600.0
Đã bàn giao,32.0,1,,,1, Chung cư,,,,,,, Quận 4,84000.0
Đã bàn giao,74.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 4,190000.0
Đã bàn giao,38.0,1, A B C,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Thủ Đức,43200.0
Đã bàn giao,51.0,1,,,1, Chung cư,,, Nội thất cao cấp,,,, Quận 2,128000.0
Chưa bàn giao,60.0,2, Dragon 1B,,2, Chung cư, Đang chờ sổ, D1B, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận 8,71057.4
Đã bàn giao,95.0,3, B,17.0,2, Chung cư, Đang chờ sổ, HR2B1705, Hoàn thiện cơ bản, Tây Nam, Đông Bắc, Căn góc, Quận 7,208000.0
Chưa bàn giao,66.66,2,,,2, Chung cư,,,,,,, Quận 7,88400.0
Đã bàn giao,83.6,3, e,3.0,2, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,, Quận Tân Phú,152000.0
Đã bàn giao,95.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 7,212000.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Đã bàn giao,60.45,2, A3,18.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Thủ Đức,67600.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,,,,, Quận 2,146000.0
Đã bàn giao,75.99,2,,,2, Chung cư, Giấy tờ khác, ANB60852,,,,, Huyện Nhà Bè,114000.0
Đã bàn giao,30.0,1,,,1, Chung cư,,,,,,, Quận 9,62400.0
Đã bàn giao,46.7,1,,,1, Chung cư,,,,,,, Quận 9,78000.0
Chưa bàn giao,84.0,3,,,2, Chung cư,,, Nội thất đầy đủ,,,, Quận Phú Nhuận,190800.0
Đã bàn giao,121.0,3,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc, Huyện Nhà Bè,96000.0
Đã bàn giao,85.0,3,,,2, Chung cư,,,,,,, Quận Phú Nhuận,192000.0
Chưa bàn giao,65.0,2, C,8.0,2, Chung cư, Đang chờ sổ,8, Nội thất cao cấp, Đông Nam, Tây Bắc, Căn góc, Huyện Nhà Bè,25200.0
Đã bàn giao,100.0,3, T1,,2, Chung cư, Giấy tờ khác,, Nội thất cao cấp, Đông Nam, Tây, Căn góc, Huyện Bình Chánh,112000.0
Chưa bàn giao,92.0,6,,3.0,7, Duplex, Đã có sổ,, Nội thất đầy đủ, Tây Bắc, Tây Bắc, Căn góc, Huyện Nhà Bè,332000.0
Đã bàn giao,85.0,3,,,2, Chung cư,,,,,,, Quận Phú Nhuận,220000.0
Đã bàn giao,164.0,4,,,2, Duplex, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận 10,720000.0
Đã bàn giao,70.0,2,,,2, Chung cư,,, Hoàn thiện cơ bản,,,, Quận Tân Bình,149200.0
Chưa bàn giao,53.0,1,,6.0,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 7,70000.0
Đã bàn giao,91.0,3, GM2,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,, Căn góc, Quận Phú Nhuận,194000.0
Đã bàn giao,74.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Tân Bình,158800.0
Đã bàn giao,55.0,2, E,2.0,1, Chung cư, Đã có sổ, E205, Nội thất đầy đủ, Đông Bắc, Tây Nam,, Quận 9,66000.0
Chưa bàn giao,64.7,1,,7.0,1, Chung cư, Đang chờ sổ,6.02, Hoàn thiện cơ bản,,,, Quận 7,118000.0
Chưa bàn giao,72.0,2,,,2, Chung cư, Đã có sổ,,,,, Căn góc, Quận 8,72000.0
Đã bàn giao,69.0,2, B,17.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 8,96000.0
Chưa bàn giao,66.66,2, Saturn,16.0,2, Chung cư, Đang chờ sổ, S2.16.07, Hoàn thiện cơ bản, Nam, Bắc,, Quận 7,86800.0
Đã bàn giao,75.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 9,100800.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Chưa bàn giao,75.0,2,2,5.0,2, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,, Quận Bình Tân,103200.0
Đã bàn giao,60.45,2, A3,18.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Thủ Đức,67600.0
Đã bàn giao,65.0,2,,,1, Chung cư,,,,, Đông,, Quận 8,72000.0
Đã bàn giao,83.42,3,,,2, Chung cư,,,,,,, Huyện Nhà Bè,130000.0
Đã bàn giao,45.0,2, A2,20.0,2, Chung cư, Đã có sổ,,,,,, Quận 6,49600.0
Chưa bàn giao,53.0,2, U 1,10.0,1, Chung cư, Đang chờ sổ,,, Tây, Đông,, Quận 7,69720.0
Đã bàn giao,70.0,2, T3,16.0,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 2,170000.0
Đã bàn giao,76.0,2,,,2, Chung cư, Đã có sổ,,,,,, Huyện Nhà Bè,64000.0
Chưa bàn giao,60.6,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 2,71160.0
Đã bàn giao,72.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,, Căn góc, Quận 8,86000.0
Đã bàn giao,69.2,2,,,2, Chung cư,,,,,,, Quận 9,101200.0
Đã bàn giao,83.0,3,,,0, Chung cư, Đã có sổ,,, Tây,, Căn góc, Huyện Nhà Bè,158000.0
Đã bàn giao,105.0,3,,,2, Chung cư, Đã có sổ,,, Tây Bắc, Tây Bắc,, Quận 2,100000.0
Chưa bàn giao,54.0,1,,,1, Chung cư, Đã có sổ,,,,,, Huyện Bình Chánh,65200.0
Chưa bàn giao,52.0,2, c,,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,, Căn góc, Quận 8,44000.0
Đã bàn giao,82.0,2, B,11.0,2, Chung cư, Đã có sổ, B11-10, Nội thất đầy đủ, Tây Nam, Đông Nam, Căn góc, Quận Tân Phú,90000.0
Đã bàn giao,35.0,1,,,1, Officetel, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận 7,61200.0
Đã bàn giao,81.5,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Bình Tân,72800.0
Đã bàn giao,89.0,2, A,8.0,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Bắc, Tây Nam,, Quận Tân Bình,102000.0
Chưa bàn giao,72.0,2, C,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,, Căn góc, Quận 8,68000.0
Đã bàn giao,46.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Huyện Bình Chánh,53600.0
Đã bàn giao,55.0,2,,14.0,1, Chung cư, Đã có sổ,,,,,, Quận 12,42000.0
Đã bàn giao,97.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc, Quận 6,142000.0
Đã bàn giao,60.45,2, A3,18.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Thủ Đức,67600.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,80000.0
Đã bàn giao,54.0,1,,,0, Chung cư,,,,,,, Huyện Bình Chánh,63200.0
Chưa bàn giao,72.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 8,72000.0
Đã bàn giao,72.0,2,,,2, Chung cư, Đã có sổ,, Bàn giao thô,,,, Huyện Nhà Bè,107960.0
Đã bàn giao,40.0,1,,,1, Chung cư, Đã có sổ,,,,,, Huyện Hóc Môn,11200.0
Đã bàn giao,45.0,1,,,1, Chung cư,,,,,,, Quận 6,67200.0
Đã bàn giao,65.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc,, Căn góc, Quận Bình Thạnh,126000.0
Đã bàn giao,55.0,2,,,1, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,98000.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,64000.0
Đã bàn giao,92.0,3, Dragon 2C,,2, Chung cư, Đang chờ sổ,10, Hoàn thiện cơ bản,,, Căn góc, Quận 8,112000.0
Đã bàn giao,76.0,2,,,2, Chung cư, Đang chờ sổ,,,, Đông,, Quận 7,104000.0
Đã bàn giao,75.0,2,,7.0,0, Chung cư, Đang chờ sổ,, Bàn giao thô,,,, Quận Gò Vấp,138000.0
Đã bàn giao,65.0,2, C1,15.0,2, Chung cư, Đã có sổ,15, Hoàn thiện cơ bản, Đông Bắc, Tây Bắc,, Quận 2,60000.0
Đã bàn giao,92.0,3,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 7,98400.0
Đã bàn giao,65.19,2,,,2, Chung cư,,, Nội thất đầy đủ, Tây Bắc, Đông Nam,, Quận Tân Phú,116000.0
Chưa bàn giao,66.0,2, VESTA,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Nam, Tây Bắc, Căn góc, Huyện Nhà Bè,26600.0
Đã bàn giao,96.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc, Căn góc, Quận Tân Phú,147200.0
Đã bàn giao,52.0,1,,,1, Chung cư,,,,,,, Quận 12,46000.0
Đã bàn giao,40.0,2,,,1, Chung cư,,,,,,, Huyện Bình Chánh,12000.0
Đã bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,,,,,, Quận 2,41880.0
Đã bàn giao,95.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 7,212000.0
Đã bàn giao,83.6,3, e,3.0,2, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,, Quận Tân Phú,152000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Đã bàn giao,64.0,2, A7A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Bình Tân,68800.0
Đã bàn giao,70.0,1, A,7.0,1, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Tân Bình,160000.0
Đã bàn giao,45.0,2, G,3.0,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Bắc,, Quận 11,56000.0
Đã bàn giao,71.0,2,,10.0,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 6,100000.0
Đã bàn giao,80.0,2,,12.0,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông Bắc, Tây Bắc, Căn góc, Quận 6,112000.0
Đã bàn giao,67.76,2, G,16.0,2, Chung cư, Đã có sổ,,,,,, Quận Bình Thạnh,75600.0
Đã bàn giao,50.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 4,106000.0
Chưa bàn giao,60.0,2, Mekong,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Huyện Bình Chánh,27960.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,,,,, Quận 2,72800.0
Đã bàn giao,75.1,2,,,2, Chung cư,,,, Tây, Đông,, Quận Phú Nhuận,178400.0
Đã bàn giao,69.0,2, A,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Bình,150000.0
Đã bàn giao,84.12,3,,,2, Chung cư, Giấy tờ khác,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Quận Tân Phú,140000.0
Đã bàn giao,69.0,2,,,2, Chung cư,,,,,,, Quận 9,68000.0
Đã bàn giao,62.67,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,80000.0
Đã bàn giao,69.0,2, B,12.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây, Đông,, Quận 12,60800.0
Chưa bàn giao,66.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,102000.0
Đã bàn giao,86.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 6,154000.0
Đã bàn giao,40.0,1,,,2, Chung cư, Đã có sổ,,,,,, Huyện Hóc Môn,15200.0
Chưa bàn giao,66.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,78520.0
Chưa bàn giao,242.0,4,,,4, Chung cư,,,, Bắc, Nam,, Quận Tân Phú,440000.0
Chưa bàn giao,25.0,1,,,1, Chung cư,,,,,,, Quận 8,34800.0
Đã bàn giao,95.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 7,212000.0
Đã bàn giao,64.0,2, A7A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Bình Tân,68800.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Chưa bàn giao,160.0,2, P1,3.0,2, Chung cư, Giấy tờ khác, P1.3.22, Hoàn thiện cơ bản, Bắc, Nam, Căn góc, Quận Tân Phú,332000.0
Chưa bàn giao,204.0,3, P2,3.0,2, Chung cư, Giấy tờ khác, P1.3.19, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Tân Phú,400000.0
Chưa bàn giao,48.0,2, A,8.0,2, Chung cư, Đã có sổ,8, Nội thất cao cấp,,, Căn góc, Quận 8,72000.0
Đã bàn giao,76.0,2,,15.0,2, Chung cư, Đang chờ sổ,,, Đông Nam, Tây Bắc, Căn góc, Quận 2,144000.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,,,,, Quận Bình Thạnh,124000.0
Đã bàn giao,43.0,2,,,1, Chung cư,,,,,,, Quận 12,52000.0
Đã bàn giao,66.0,2,,,2, Chung cư,,,,,,, Quận 9,96000.0
Chưa bàn giao,79.0,2,,,2, Chung cư,,,, Đông Nam, Tây Bắc,, Quận 2,184480.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 2,95600.0
Đã bàn giao,62.0,2, A,1.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây, Đông,, Quận Tân Phú,78000.0
Đã bàn giao,65.0,2, A,10.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 12,68800.0
Chưa bàn giao,40.0,2,,,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận Bình Tân,39600.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Thủ Đức,81200.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,,,,, Quận 9,70000.0
Chưa bàn giao,73.0,2,,22.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,, Quận 7,96480.0
Đã bàn giao,95.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 7,212000.0
Đã bàn giao,64.0,2, A7A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Bình Tân,68800.0
Đã bàn giao,55.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,60000.0
Đã bàn giao,89.0,3,,,2, Chung cư, Đang chờ sổ,,, Đông Nam,, Căn góc, Quận 10,228000.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Chưa bàn giao,63.0,2,,,2, Chung cư, Đang chờ sổ,,, Đông Bắc, Tây Nam, Căn góc, Quận Bình Tân,71600.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,,,,, Quận 9,96000.0
